ID;Fecha;Usuario;Contenido;Localización;URL;Seguidores;Retweets;Likes;Sentimiento
1848924390097875111;2024-10-23 03:08:20;Roger García;#LOÚLTIMO Por primera vez en la historia del Perú, la Unidad de Flagrancia de la Corte Superior de Lima Norte está realizando ahora una audiencia EXPRESS por el presunto delito de EXTORSIÓN. Esta unidad se caracteriza por realizar audiencias (en menos de 72 horas) EXPRESS,;Lima, Peru;https://x.com/RogerAderly/status/1848924390097875111;34102;353;2138;neutral
1865307008104034758;2024-12-07 08:07:01;Alex Febrero;Un viaje de 30 minutos, terminó en 2 horas gracias a LA PORQUERÍA DE LA MUNICIPALIDAD DE LIMA que hace todas las obras en Diciembre y cierran cruces, avenidas y demás. Gracias votantes de Rafael López Aliaga, ahí tienen su potencia Mundial, pero en tráfico.;Perú - Lima;https://x.com/AlexFebrero_/status/1865307008104034758;25679;322;1926;positive
1764655883949125824;2024-03-04 14:15:23;Un Chasqui del Bicentenario;El corredor morado no quiere dejar de operar. Una caravana de buses acude al @MTC_GobPeru para encontrar una solución. Es la tercera reunión. Como siempre, el más afectado es el ciudadano que NECESITA movilizarse al trabajo, a su casa, etc. ;Lima, Peru;https://x.com/unchasqui/status/1764655883949125824;59597;618;1851;negative
1851261415027302414;2024-10-29 13:54:50;Rodolfo Pérez;Ayer fui de Barranco al Callao a recoger a mi esposa del aeropuerto. Ida y vuelta me tomó 4 horas y fue realmente terrible. Habían obras en todo el camino, no existen rutas de desvío, no hay policías de tránsito, ni orientadores de ATU. Todo un caos sin autoridad. Así estamos.;Lima, Perú;https://x.com/RodolfoPerezOpe/status/1851261415027302414;20060;292;1737;negative
1857916364423344377;2024-11-16 22:39:14;Cynthia Yamamoto;Yo no entiendo cómo la Municipalidad de Lima gestiona una “donación” por la que hay que pagar 6 millones de dólares para unos trenes viejos dados de baja. Acá quien regula el transporte de pasajeros en Lima es la ATU del MTC. Y solo se puede prestar servicio a través de una;Lima, Perú;https://x.com/cynmoto/status/1857916364423344377;8698;628;1736;negative
1850665379506553341;2024-10-27 22:26:24;Carlos Bruce - Techito;¡NO SEÑOR LOPEZ ALIAGA! NO NOS OPONEMOS AL PROYECTO DE AMPLIACION DE LA VÍA EXPRESA. LO QUE NOS OPONEMOS ES A QUE EL MUNICIPIO DE LIMA ENTRE A DESTRUIR LA AREAS VERDES Y DE RECREACIÓN QUE EL MUNICIPIO DE SURCO A COLOCADO DESDE HACE 18 AÑOS PARA QUE NUESTROS VECINOS NO TENGAN QUE;Lima- Perú;https://x.com/TechitoBruce/status/1850665379506553341;158858;446;1685;negative
1792207155598344443;2024-05-19 14:54:18;Juan Pablo León 🇵🇪;López Aliaga no solo no hace nada para aliviar el tráfico vehicular sino que ahora le exige a la ATU autorización para que solo él pueda usar la vía exclusiva del Metropolitano en su vehículo y así evitar la congestión. @Gpereyrac nos cuenta está historia ;Lima, Perú;https://x.com/mal_menor/status/1792207155598344443;58820;914;1551;neutral
1819350039413588335;2024-08-02 12:30:25;Juan Pablo León 🇵🇪;Lo que el @MTC_GobPeru no dirá nunca en sus comunicados: la empresa del bus volcado dónde murieron 4 personas ayer en Lurín ha sido multada 203 veces por exceso de velocidad desde el 2022, pero nadie la detuvo. También hay 20 heridos graves. #Notepases ;Lima, Perú;https://x.com/mal_menor/status/1819350039413588335;58821;1017;1539;negative
1851588530142585153;2024-10-30 11:34:41;Roger García;"#LOÚLTIMO Esta madrugada un bus de la empresa ""Los Milagros del señor de Pachacamilla"", mejor conocido como ""Línea la P"", fue incendiada por extorsionadores. Se conoció que esa empresa paga por extorsión 250 soles mensuales por bus. Nueva banda de extorsionadores serían los ";Lima, Peru;https://x.com/RogerAderly/status/1851588530142585153;34102;829;1524;negative
1765192937946640388;2024-03-06 01:49:26;La República; #LOÚLTIMO |  🟣 Corredor Morado volverá a operar desde este miércoles 6 de marzo tras llegar a acuerdo con el MTC El representante Gerardo Hermoza informó que la ATU notificará a las empresas de transporte que están brindando el servicio en su ruta. ;Lima, Perú;https://x.com/larepublica_pe/status/1765192937946640388;3192094;212;1495;neutral
1864690011024642185;2024-12-05 15:15:17;La República;"  Lima tiene un retraso de 100 años en transporte público, asegura arquitecto urbanista peruano: ""Se necesita un plan integrado"" ";Lima, Perú;https://x.com/larepublica_pe/status/1864690011024642185;3192094;380;1490;negative
1763714104030638303;2024-03-01 23:53:05;Blue ⚠️;Los que somos de Lima Este sabemos que toda la carretera central estaba arbolizada antes de la construcción de la Línea 2. No solo nos han quitado tiempo y dinero por una obra interminable, sino que también nos han arrebatado las pocas áreas verdes que teníamos. Miserables. ;Lima;https://x.com/cuidado_obra/status/1763714104030638303;10384;464;1488;negative
1809442074279711197;2024-07-06 04:19:42;DERECHA POLÍTICA;El Alcalde de Lima se pone fuerte con los constructores de la Línea 2 del Metro: deben poner por escrito su compromiso acabar la obra en 13 meses y fijando una compensación por cada día de retraso. No puede pasar lo mismo que en Santa Anita: dijeron 15 meses y se demoraron 9 ;Santiago de Surco, Peru;https://x.com/DerechaPeru/status/1809442074279711197;17585;473;1456;negative
1824066847555158459;2024-08-15 12:53:20;Diana Hidalgo Delgado;La semana pasada estuve de vacaciones en Buenos Aires. Me moví a todos lados en transporte público y fue hermoso. Una lágrima volver a Lima y tener que usar el Metropolitano. Qué pica y rabia que tengamos tanto atraso en un aspecto básico para la calidad de vida y la ciudadanía.;Lima, Perú.;https://x.com/dianahidalgoD/status/1824066847555158459;3652;194;1427;negative
1764983958662508997;2024-03-05 11:59:02;Martin Hidalgo;Corredor morado dejó de operar y esta es la consecuencia del retroceso de la reforma de transporte en la gestión de Dina Boluarte. ;Peru;https://x.com/martinhidalgo/status/1764983958662508997;258509;693;1315;negative
1812499065390670111;2024-07-14 14:47:06;Juan Pablo León 🇵🇪;Operadores del Metropolitano anuncian la suspensión del servicio desde agosto. El único servicio del país con carril exclusivo y un solo pago electrónico por viaje ha sido descuidado por años y podría dejar de operar. Las razones y la versión de ATU aquí ;Lima, Perú;https://x.com/mal_menor/status/1812499065390670111;58820;699;1299;negative
1842760519792443735;2024-10-06 02:55:19;Omar Chira Fernández;Luego de una larga reunión, los Gremios de transportistas de Lima acordaron realizar el paro de 72 horas para este jueves 10 de octubre. Además, solicitan renuncia de ministros de Transporte e Interior. Señalan que radicalizarán medida de lucha. Foto: Grace Mora GLR ;Lima, Peru;https://x.com/chira_fernandez/status/1842760519792443735;4378;573;1293;negative
1773674691560866194;2024-03-29 11:32:54;La República;  El Metro de Santiago tiene siete líneas y alista tres más La República visitó Chile, donde el sistema incluye buses con tarifa integrada y con una sola tarjeta. Experto dice que Perú tiene un retraso de 30 añps  Erwin Valenzuela [@erwinvalenzuela];Lima, Perú;https://x.com/larepublica_pe/status/1773674691560866194;3192094;442;1284;neutral
1848881952008388822;2024-10-23 00:19:42;Roger García;#LAMENTABLE Una persona cayó en los rieles del tren en la estación Atocongo del Metro de Lima, muriendo al instante. ;Lima, Peru;https://x.com/RogerAderly/status/1848881952008388822;34102;119;1272;negative
1764619153086816263;2024-03-04 11:49:25;La República; Corredor Morado deja de operar desde hoy y ATU lo reemplaza por cústeres Caos y desorden. Buses con choferes en planilla y pago con tarjeta han sido reemplazados por unidades de empresas que no apuestan por el cambio.  Jesica León [@jesicaleon] ;Lima, Perú;https://x.com/larepublica_pe/status/1764619153086816263;3192094;491;1268;negative
1746715828152668597;2024-01-15 02:08:00;Javier;No puede ser que hayan demorado 7 años para construir 5 kilómetros y 5 estaciones de un metro subterráneo. 7 minutos de ida / vuelta País de incompetentes;Lima, Peru;https://x.com/chifaentiffanys/status/1746715828152668597;14383;194;1249;negative
1792226089055432991;2024-05-19 16:09:32;Victor Aguilar;Las calles del Cercado han sido tomadas por el comercio ambulatorio. Se vende hasta bebidas alcohólicas en los parques sin control alguno. Hace décadas Lima no se veía tan abandonada por el Municipio. Y a este alcalde que no puede con nada le autorizaron sobre endeudar la ciudad ;Lima, Perú;https://x.com/_AguilarVictor/status/1792226089055432991;8806;424;1201;negative
1763948090380144827;2024-03-02 15:22:51;Un Chasqui del Bicentenario;El @MTC_GobPeru confirma que el corredor morado no circulará más y que autoriza a otras líneas de transporte a cubrir la ruta San Miguel - SJM. Las empresas informales deben estar celebrando este triunfo. En el Perú se hacen contratos y concesiones que no están pensadas a futuro. ;Lima, Peru;https://x.com/unchasqui/status/1763948090380144827;59597;457;1176;neutral
1829237252020752542;2024-08-29 19:18:41;Patricia Juarez;Lima Norte tomado por delincuencia y sicariato. Cientos de trabajadores de la empresa de transportes “El Chino” desempleados, como consecuencia de la extorsión, amenazas y ataques que viven y que han denunciado públicamente. ¿Hasta cuándo la inacción del Gobierno? @MininterPeru ;Perú;https://x.com/patty_juarez_/status/1829237252020752542;69807;386;1157;negative
1810352253791814015;2024-07-08 16:36:26;Álvaro Sarco 🇵🇪;Parece que sólo los que hemos padecido los interminables trabajos de la línea 2 del Metro entendemos a @rlopezaliaga1... El alcalde no quiere paralizar esa obra, lo que quiere es que el concesionario se comprometa y asegure terminar los trabajos en el tiempo pactado #Lima;Lima, Peru;https://x.com/alvarosarco/status/1810352253791814015;70617;359;1123;negative
1814720360538939419;2024-07-20 17:53:44;Chacotero;Lima potencia mundial. 4 estaciones abandonadas, perjudicando a vecinos de Carbayllo, ATU ya le había advertido a Rafael López Aliaga pero no hizo nada ¡Una vergüenza! ;Lima - Peru;https://x.com/ChacoteroPeru/status/1814720360538939419;38177;521;1091;negative
1781721883219529742;2024-04-20 16:29:34;Mirko Vidal 🏴;VERGÜENZA MUNDIAL POR LA MUNI DE LOPEZ ALIGA! La municipalidad de lima acaba de clausurar el ultra Perú aduciendo causas tan estúpidas como la afluencia de gente trae ambulantes y estos causan desorden… son lo peor que existe y ahuyentan todas las inversiones del país ;Lima, Peru;https://x.com/AmanecerLiberta/status/1781721883219529742;6990;290;1087;negative
1786815294733774963;2024-05-04 17:48:58;Victor Aguilar;Poco se habla de cuánto es realmente el pasaje técnico por pasajero transportado en la línea 1 del Metro de Lima, que bordea los 10.5 soles. Eso significa que por cada usuario adulto que paga 1.5 soles de pasaje, el estado subsidia cerca de 9 soles. EL NEGOCIO ESTÁ EN EL ;Lima, Perú;https://x.com/_AguilarVictor/status/1786815294733774963;8806;612;1065;neutral
1765395831845175578;2024-03-06 15:15:40;Yusef Simon;No hay transporte, no hay seguridad, no hay árboles, no hay espacios públicos, las motos se pasan la luz roja y te pueden atropellar, la policía te roba, si emprendes, te extorsionan, si te quejas, te dicen que te largues. Lima está invivible.;Lima, Peru;https://x.com/spookfrook/status/1765395831845175578;1212;369;1054;negative
1811018650612113414;2024-07-10 12:44:28;Victor Aguilar;La pelea iniciada por López Aliaga contra las empresas a cargo de la construcción de la línea 2 del metro va pareciendo más una maniobra para distraernos de la la incapacidad del alcalde de Lima potencia mundial, con CERO promesas cumplidas. Lo que Rafael López Aliaga no dice es ;Lima, Perú;https://x.com/_AguilarVictor/status/1811018650612113414;8806;493;1047;negative
1786955139980431521;2024-05-05 03:04:40;Elmer Ayala;Peligrosa actitud. Endiosados matones de la @PoliciaPeru en camioneta de placa EPF-812 Mininter, cerraron de manera intempestiva una unidad del Metropolitano repleta de pasajeros, para amedrentar al chofer por supuestamente haberlos bloqueado metros atrás.https://t.co/QFpUSNXyd5;Lima - Peru;https://x.com/ElmerAyala_PE/status/1786955139980431521;12094;665;999;negative
1810963257550582086;2024-07-10 09:04:21;Ⓜ️ Metro de Lima y Callao - News; Denunciamos que la Municipalidad de Lima ha instalado varios paneles tapando la señaletica de plan de desvíos para Estación 13 Central de Línea 2 del Metro de Lima en clara actitud de sabotaje y obstrucción ordenada por Rafael López Alliaga @rmapalacios @RPPNoticias  ;Lima - Peru  🇵🇪;https://x.com/MetroNewsLMC/status/1810963257550582086;5301;543;992;negative
1858115067176276300;2024-11-17 11:48:48;Rosa María Palacios;Es decir, ni siquiera una donación al MTC. Es una venta !!!! Mucho peor aún. Pero ojo, el uso de la vía del tren es una concesión. Lima tiene que tramitarla. Hay dos problemas: 1) la velocidad del tren (lentísimo porque va en superficie) 2) la seguridad de un tren a nivel con;Lima, Peru;https://x.com/rmapalacios/status/1858115067176276300;3771861;383;990;negative
1747500499023090116;2024-01-17 06:06:00;Victor Aguilar;Por si alguien aún duda que Rafael López Aliaga es un farsante a gran escala, que lo escuche unos segundos. Pasó de prometer la construcción de autopistas alternas para que nadie pague peajes si estos no bajaban a S/3, a rogarle al Tribunal Constitucional para que le acepte su ;Lima, Perú;https://x.com/_AguilarVictor/status/1747500499023090116;8806;568;988;negative
1747022924198867220;2024-01-15 22:28:17;Indignados Perú ®; CONFIRMADO: Rutas de Lima subirá el precio del peaje a S/7,50. #LimaPotenciaMundial ;Lima, Peru;https://x.com/Indignados_P/status/1747022924198867220;37596;358;933;neutral
1792249449906937986;2024-05-19 17:42:21;Gladys Pereyra Colchado;Rafael López Aliaga pide a la ATU usar la vía exclusiva del Metropolitano porque la congestión vehicular le impide “cumplir adecuadamente” la agenda de la MML. Le afecta el tráfico como a todos los limeños, pero… ;Lima, Peru;https://x.com/Gpereyrac/status/1792249449906937986;3922;502;926;negative
1765385855554752609;2024-03-06 14:36:01;La República; #LOÚLTIMO | SJL: transportistas informales agreden a personal de la ATU tras reanudación del Corredor Morado Taxis y colectivos informales ocasionaron momentos de caos frente a la estación San Carlos de la Línea 1 del Metro de Lima.https://t.co/cn4U5bhVlI;Lima, Perú;https://x.com/larepublica_pe/status/1765385855554752609;3192094;375;921;negative
1863623202359951872;2024-12-02 16:36:10;Municipalidad de Lima;¡Nuevo corredor ía Expresa Grau!  Por primera vez, el Metropolitano y la Línea 1 del Metro se conectan para integrar dos sistemas de transporte público masivo, gracias a la construcción de esta gran obras de 2.8 km que beneficiará a millones de limeños, sin peajes y ;Lima, Peru;https://x.com/MuniLima/status/1863623202359951872;848478;177;890;positive
1826413897542230384;2024-08-22 00:19:40;Indira Huilca;El transporte público es un servicio esencial. Los delincuentes del Congreso no tienen idea de la importancia de esta línea para la gente de Lima norte y sur. El crimen organizado sigue avanzando porque nuestras autoridades son parte de él. El más afectado es el pueblo peruano.;Lima. Perú;https://x.com/IndiraHuilca/status/1826413897542230384;263154;353;887;negative
1845302543888302517;2024-10-13 03:16:25;Red de Ollas Comunes de Lima;LA RED DE OLLAS COMUNES DE LIMA SE PRONUNCIA FRENTE A LA DISMINUCIÓN DE PRESUPUESTO POR PARTE DE MIDIS. YA QUE SE ESTÁ OTORGANDO SOLO S/.1.69 POR RACIÓN POR BENEFICIARIO, ALGO INSUFICIENTE Y QUE NO GARANTIZA EL DERECHO A LA ALIMENTACIÓN! ;Lima, Peru;https://x.com/ollascomunes_pe/status/1845302543888302517;4567;486;878;negative
1808312163288617273;2024-07-03 01:29:51;andrés;oe realmente este año el transporte público se ha vuelto ya de plano inutilizable o solo soy yo? tipo siempre ha sido una cagada en Lima pero este año es directamente inútil;Lima, Peru;https://x.com/andydiacronico/status/1808312163288617273;1167;102;869;negative
1766194041782190541;2024-03-08 20:07:28;Alejandro Muñante🇵🇪; #VICTORIA #AbajoLaCorrupción | El Tribunal Constitucional declara FUNDADA la demanda de habeas corpus contra #RutasDeLima por vulneración del derecho fundamental al libre tránsito de los vecinos de Lima en el peaje de Puente Piedra y ordena SUSPENDER sus cobros hasta que la ;Lima - Perú;https://x.com/AlejoMunante/status/1766194041782190541;67896;265;848;negative
1844482681780031761;2024-10-10 20:58:34;🇵🇪 Wayka;#ParoNacional. Tras horas de intensa caminata desde los conos de Lima, miles de trabajadores del sector transporte y otros rubros llegaron al centro de Lima. Imágenes. #ElPeruNoSeDetiene Juan Zapata @JuanZapata108 | Wayka ;Perú;https://x.com/WaykaPeru/status/1844482681780031761;215737;334;818;neutral
1750992737841664288;2024-01-26 21:22:55;Diario Expreso; #LOÚLTIMO | Rutas de Lima contra las cuerdas: Poder Judicial ordena suspensión de cobro de peajes en Puente Piedra | Todo sobre la medida ;Perú;https://x.com/ExpresoPeru/status/1750992737841664288;500926;220;811;negative
1844594409184071853;2024-10-11 04:22:32;Latina Noticias;#LOÚLTIMO  Los representantes del gremio de transportistas anunciaron que el paro continuará este viernes 11 de octubre, pues aseguran que si el Congreso de la República no deroga la ley 32108, el paro se seguirá prolongando hasta las 72 horas. Más información  ;Lima, Peru;https://x.com/Latina_Noticias/status/1844594409184071853;1057036;335;802;neutral
1811462573075968413;2024-07-11 18:08:27;Victor Qui;Hoy hace media hora q la estación Aramburú del metropolitano se quedó sin luz. Y adivinen, este no cuenta con grupo electrógeno. S/3.20 es lo q cuesta el pasaje, moviendo a 700 mil usuarios diariamente y no tienen algo tan básico?? Gracias puerco maestre! ;Lima, Perú;https://x.com/victorquipa/status/1811462573075968413;693;436;774;negative
1809411284024066115;2024-07-06 02:17:22;Mesías Guevara;Pobre Lima, tiene un alcalde que se hace pasar por un gran empresario y gran gestor. Lima tiene uno de los peores tráfico del mundo y eso no entiende. ;Cajamarca, Peru;https://x.com/MesiasGuevara/status/1809411284024066115;31190;244;773;negative
1791453473470288200;2024-05-17 12:59:26;Fernando González-Olaechea;La muni de Lima anuncia una obra. Informa que costará más de 5mil millones de inversión. Asegura que hay expedientes técnicos y estudios. Invita a solicitarlos. Se los piden. Responden que la obra está a “nivel de idea” y chau. Son un desastre. ;Lima, Perú.;https://x.com/fernando_got/status/1791453473470288200;3536;527;766;negative
1843381953891852798;2024-10-07 20:04:40;Suriel Chacon;DENUNCIA PUBLICA Este no es un paro de transportistas cansados de la extorsión y el sicariato: ESTO ES UN PARO POLÍTICO 100% MANIPULADO POR LA MAFIA CAVIAR: que cumplen una sucia agenda que no prosperará. Ojo: si estos chistosos bloquean pistas y avenidas, la policía los tiene ;Lima, Peru;https://x.com/suriel/status/1843381953891852798;105811;404;765;negative
1793792282841235743;2024-05-23 23:53:01;El Tiempo +51;Interesante como le ha dado fluidez al tránsito en óvalo higuereta Surco @Carlos_Bruce haciendo el cruce peatonal, unos metros más allá para evitar atascos y accidentes. Les faltó cerrar una brecha entre rejas (video) donde marginales choferes suben pasajeros #Lima #Peru Tráfico ;Peru Mundo;https://x.com/ClimaPeruMundo/status/1793792282841235743;12994;94;765;positive
1842974771195334680;2024-10-06 17:06:40;La Salita del SIN 🇵🇪;#LOÚLTIMO Transportistas anuncian PARO de 72 HORAS desde el Jueves 10 de Octubre. Se unen gremios de Gamarra y otros sectores. Todo esto ante la negativa del @congresoperu de derogar la ley del crimen organizado y el incremento de la criminalidad. @presidenciaperu @MininterPeru ;Peru;https://x.com/LaSalitadelSin/status/1842974771195334680;217638;384;756;negative
1809975892183052644;2024-07-07 15:40:55;Elmer Ayala;La última del prepotentón virrey de Lima que tenemos como alcalde. Rafael López Aliaga manda a obstaculizar el inicio de la construcción de la Estación Central del Metro de Lima y Callao Línea 2. Este conflicto recién inicia. ;Lima - Peru;https://x.com/ElmerAyala_PE/status/1809975892183052644;12094;492;755;negative
1782079720810496018;2024-04-21 16:11:29;💥Luis Torres Montero;FRACASO ESTRUENDOSO DE PORKY ENDEUDA A LIMA POR $30 MILLONES Y ACTIVARÍA JUSTA REVOCATORIA DESASTRE ECONÓMICO: Rafael López Aliaga, pierde en arbitraje internacional y Lima deberá pagar 30 millones de dólares a Línea Amarilla Lo que no dice el alcalde más ineficiente de ;Peru;https://x.com/Malapalabrero/status/1782079720810496018;23951;362;740;negative
1844413968020013207;2024-10-10 16:25:32;Canal N;#EnVivo Drone de Canal N muestra nula presencia de transporte público en la avenida Alfonso Ugarte en el Cercado de Lima Encuentra más información en la WEB  ;Peru;https://x.com/canalN_/status/1844413968020013207;3578828;269;737;neutral
1791476084329869745;2024-05-17 14:29:17;Juan Pablo León 🇵🇪;"La MML aseguraba que sus famosos viaductos tienen expediente técnico. El ciudadano @MatteoStiglich solicitó por transparencia estudios del anunciado viaducto Arriola y admitieron que solo está a ""nivel de idea"". @Gpereyrac explica la historia de esta obra ";Lima, Perú;https://x.com/mal_menor/status/1791476084329869745;58821;486;732;neutral
1766182824934060303;2024-03-08 19:22:54;Diario Expreso; El Tribunal Constitucional (TC) declaró fundada en parte la demanda de habeas corpus presentada contra la consecionaria Rutas de Lima SAC y ordenó inmediatamente a dicha empresa suspender el cobro del peaje en la garita de Chillón, ubicado en el distrito de Puente Piedra. ;Perú;https://x.com/ExpresoPeru/status/1766182824934060303;500926;228;713;negative
1850716341159838041;2024-10-28 01:48:55;Municipalidad de Lima; #Comunicado | La Municipalidad Metropolitana de Lima pone en conocimiento de la opinión pública lo siguiente: ;Lima, Peru;https://x.com/MuniLima/status/1850716341159838041;848478;217;690;neutral
1844491333949587960;2024-10-10 21:32:57;S. Lizama 💥;#AHORA : Centro de Lima nos encontramos frente al Congreso delincuente cómplices de la corrupta Dina Boluarte, UNMSM presentes en la lucha contra el régimen #ParoDeTransporte #ParoNacional ;Lima, Peru;https://x.com/slizana25/status/1844491333949587960;4075;246;688;negative
1747976295546229236;2024-01-18 13:36:39;Indignados Perú ®;hoy es el aniversario 489 de Lima, pero no hay nada que celebrar. -Tiene un alcalde incapaz, endeudo lima por 25 años -La ciudad no tiene un sistema integrado de transporte -Inseguridad y contaminación en toda la ciudad -más de un millón de límenos no tienen acceso al agua ;Lima, Peru;https://x.com/Indignados_P/status/1747976295546229236;37596;252;669;negative
1844073105163157649;2024-10-09 17:51:04;💥Luis Torres Montero;Voy a ser claro y directo: si le pasa algo a cualquier escolar que acude a su colegio en Lima en estos días de paro de transportistas hago responsable directo al ministro de educación Morgan Quero por su inacción total. Punto. advertidos están @MineduPeru;Peru;https://x.com/Malapalabrero/status/1844073105163157649;23951;182;662;negative
1776775563677512042;2024-04-07 00:54:39;Victor Aguilar;Díganle a Rafael López Aliaga que antes de andar prometiendo mega obras sin expedientes técnico, que se apure en culminar las obras de ampliación del Metropolitano en Lima Norte hasta la estación Chimpu Ocllo. Lleva 16 meses de alcalde y no ha podido resolver las observaciones ;Lima, Perú;https://x.com/_AguilarVictor/status/1776775563677512042;8806;332;655;negative
1826458056164622534;2024-08-22 03:15:09;Municipalidad de Lima;¡Exhortamos a la ATU a cumplir con su deber! Un paradero colapsó en la av. Grau, poniendo en riesgo la seguridad pública, responsabilidad del mantenimiento que recae en la Autoridad del Transporte Urbano. Exigimos cumplir con sus funciones para garantizar la integridad de todos ;Lima, Peru;https://x.com/MuniLima/status/1826458056164622534;848478;218;651;negative
1783498961950593283;2024-04-25 14:11:02;Victor Aguilar;López Aliaga va a sobre endeudar Lima con más de S/4,000 millones por los próximos 20 años, dilapidando el dinero en vías para automóviles y perdiendo una inmejorable oportunidad para avanzar con la solución de la problemática del transporte público en la capital. Costo de ;Lima, Perú;https://x.com/_AguilarVictor/status/1783498961950593283;8806;359;650;positive
1766172402549998038;2024-03-08 18:41:29;Tribunal Constitucional del Perú; El Tribunal Constitucional declaró fundada en parte la demanda de habeas corpus colectivo presentada contra Rutas de Lima SAC y ordenó suspender el cobro del peaje en Puente Piedra.  Más información  ;Jr. Áncash 390, Lima;https://x.com/TC_Peru/status/1766172402549998038;520588;259;640;negative
1750989945450164485;2024-01-26 21:11:49;Diario Expreso;" #LOÚLTIMO | El Poder Judicial admitió una medida cautelar solicitada por la Asociación Casa Huerta El Paraíso – Puente Piedra y ordenó inmediatamente la suspensión de cobro de peajes a la empresa Rutas de Lima SAC en las garitas ubicadas en la Panamericana Norte. ""El ";Perú;https://x.com/ExpresoPeru/status/1750989945450164485;500926;212;635;negative
1766173353641972045;2024-03-08 18:45:16;Exitosa Noticias;"#LOÚLTIMO Por unanimidad, el Pleno del Tribunal Constitucional (TC) ordenó a Rutas de Lima suspender el cobro de peaje en Puente Piedra, por ""haberse vulnerado el derecho fundamental al libre tránsito"" de los vecinos del distrito, así como de los usuarios que circulan por esa ";Lima, Peru;https://x.com/exitosape/status/1766173353641972045;1062708;111;625;negative
